comment_text,整潔舒適,設施,服務,地點,性價比,其他,整潔舒適情緒,設施情緒,服務情緒,地點情緒,性價比情緒,其他情緒,整體情緒
因為住在電梯旁邊，早上比較多人進出，隔音有點差。床頭的牆是木板隔開，有時候會有些小雜音，但我不是淺眠的人，所以影響不大。,0,1,0,0,0,0,0,3,0,0,0,0,3
因為住宿位置距離捷運有段距離，而飯店也很貼心的提供接駁服務了，但住宿資訊中似乎沒有看到相關的介紹，會知道有接駁是因為看了其它網路分享，建議確認入住後可以加入詢問是否有需要接駁，感覺會更好，謝謝,0,0,1,0,0,0,0,0,3,0,0,0,3
因為住宿期間有施工，導致有一間房間的水出來都是黃的，跟服務人員反應後立刻處理，也協助家人換房間，感謝櫃檯人員跟房務人員的積極處理,0,1,1,0,0,0,0,3,1,0,0,0,1
因為個人睡眠狀態是淺眠者，習慣睡硬一點的枕頭，枕頭太軟有點小可惜，但本身很容易入睡的旅客應該沒有這種問題。,0,1,0,0,0,0,0,3,0,0,0,0,3
因為入住時間已是晚上，很感謝接待人員免費幫我升等至四人房，非常感恩。北車出口上來走幾步路拐個彎就到，非常便利，附近還有好吃的胡椒餅。,0,0,1,1,0,0,0,0,1,1,0,0,1
因為分配到較低樓層的房間，有點被旁邊學校的樹擋到風景,0,0,0,1,0,0,0,0,0,3,0,0,3
因為剛好和朋友約在京站，地點離京站非常近，真的很棒！價格不算貴，設施也很新，櫃台服務人員也蠻親切的！,0,1,1,1,1,0,0,1,1,1,1,0,1
因為口罩弄髒，備用的口罩也在車上所以無法外出，所以打電話問有沒有提供或是購買口罩的服務，沒想到直接被回絕了，以服務的角度希望不要拒絕太快，雖然是自己的問題，但至少讓客人覺得你們有想要處理但處理不來的感覺。CP值還是非常棒！,0,0,1,0,1,0,0,0,3,0,1,0,1
因為在大樓裡，要搭乘大樓正門的電梯才能上去，每個電梯通往不同樓層，須留意一下。,0,1,0,0,0,0,0,3,0,0,0,0,3
因為天氣不好房間有點潮濕感，但是客房人員很熱心幫我換了間面陽的房間，但是！ 但是還是建議國賓處理一下房間舒適濕度的問題，謝謝,1,0,1,0,0,0,3,0,1,0,0,0,3
因為工作關係一直和飯店更改住宿日期，著實抱歉，實在感謝飯店業者的耐心和細心，能接受我的打擾，真的很感謝業者，謝謝您們,0,0,1,0,0,0,0,0,1,0,0,0,1
因為已經住了很多次，很喜歡這裡的用餐環境，可惜這次因為疫情關係，只能回房用餐,0,1,0,0,0,1,0,1,0,0,0,3,3
因為我怕吵，告知櫃檯人員後馬上幫我安排較安靜的房型，真的很貼心，房間雖然不大，但床很舒服好睡,0,1,1,0,0,0,0,1,1,0,0,0,1
因為房間不時會有轟轟聲，打電話給客服，沒多久就有一位小姐敲門說已經關閉靠近我們房間的客梯，請我們再觀察看看，果真後來就沒聲音了，客服快速的解決我們的問題，很不錯，不過也凸顯老飯店的問題，呵呵！,0,1,1,0,0,0,0,3,1,0,0,0,3
因為房間太多了，找尋房間需要耗費些時間，標示可以再清楚些。房間為三樓及五樓，僅能透過電梯到達，有時要等得久，沒有看到有樓梯可走。,0,1,0,0,0,0,0,3,0,0,0,0,3
因為房間戶數很多，所以找起房間比較不容易，且房間位置於三樓與五樓之間，僅能搭電梯才能到達，如果有樓梯的話，可以減少等電梯時間,0,1,0,0,0,0,0,3,0,0,0,0,3
因為房間較多並非每個房間都有窗戶，希望業者也可以在官網標記一下房型有無窗戶，旅客辦理入住時也可以再跟業者確認一下看需不需要做更換,0,0,1,0,0,0,0,0,3,0,0,0,3
因為所在位置不好停車，雖然去電詢問旁邊有私人收費停車場，但價格一小時50元，還是偏貴,0,0,0,1,0,0,0,0,0,3,0,0,3
因為是30年的設計，真的有些相當不習慣，浴室沒有乾濕分離，沒有飲水機。,0,1,0,0,0,0,0,3,0,0,0,0,3
因為是中央空調，所以殘留的菸味有點重，空氣中氣味不像商旅，反倒是有點像摩鐵的感覺,1,0,0,0,0,0,3,0,0,0,0,0,3
因為是中央空調關係，可能有人在房間抽煙，有時好像會聞到煙味～,1,0,0,0,0,1,3,0,0,0,0,3,3
因為是商業大樓的關係，電梯都要等！！共轉了兩次電梯才能到達住宿的地方,0,1,0,0,0,0,0,3,0,0,0,0,3
因為是帶長輩到高雄玩，所以很重視早餐，長輩很滿意早餐，他們都吃得很開心也吃得多，早餐很加分！房間也很舒適，床、棉被都很好睡，個人非常喜歡廁所用的馬桶，超想家裡換同一款的,1,1,1,0,0,0,1,1,1,0,0,0,1
因為是幫小孩訂的，入住時付現金，詢問櫃檯是否可以於次日到店刷國民旅遊卡，並退還已付現金，櫃台說不可以，但結果發現發票於退房時才開立，那原本就可以啊，為什麼拒絕？,0,0,1,0,0,0,0,0,3,0,0,0,3
因為是沒有對外窗的房間，所以房間有點悶跟潮，另外空調不是很好打開跟設定，得找到特定角度位置,1,1,0,0,0,0,3,3,0,0,0,0,3
因為是非假日的入住，辦理住房時，提及了我家孩子第一次到高雄，住房人員貼心的為我們安排了高樓層，讓孩子對高雄愛河的夜景，留下美麗的印象，服務人員及清潔度都有五星級飯店的準，下回再到高雄，我們還是會選擇國賓飯店。,1,0,1,1,0,0,1,0,1,1,0,0,1
因為時代進展關係，裝置上可以改新穎、文創、青年、活潑取向。浴室洗手台水龍頭，對手無力氣者，較不方便,0,1,0,0,0,0,0,3,0,0,0,0,3
因為有小孩同行，我一在網路上預定好房間，提出併床要求，酒店客服人員馬上就在電郵回覆他們已經收到請求，這讓我覺得好放心。,0,0,1,0,0,0,0,0,1,0,0,0,1
因為有好幾個行程要走，加上家人分別出來辦完事情才能會一起入住，貼心的行李寄放跟提供止飢的泡麵、餅乾、奶茶咖啡飲料等，還能有免費洗衣、烘衣的服務。離轉運站很近，附近又有便利商店跟速食店，對於有帶青少年的家庭旅遊，很棒,0,0,1,1,0,0,0,0,1,1,0,0,1
因為有帶一個快一歲的嬰兒！所以請飯店準備澡盆嬰兒床及消毒鍋！很少遇到在房間可以有消毒鍋的！非常感謝,0,1,1,0,0,0,0,1,1,0,0,0,1
因為有帶嬰兒，飯店貼心的服務，高鐵安心接送讓一打二的媽媽好放心！,0,0,1,0,0,0,0,0,1,0,0,0,1
因為有空房， 幫我們免費升級， 多了冰箱， 方便了很多,0,1,1,0,0,0,0,1,1,0,0,0,1
因為朋友推薦去住，就想說試試看，住起來非常舒適，晚上電梯也很美，下次會再去，很推,1,1,0,0,0,0,1,1,0,0,0,0,1
因為樓上就是健身房，加上隔音不太好，所以會一直聽到健身器材放下的聲音,0,1,0,0,0,0,0,3,0,0,0,0,3
因為樓層房間超多，建議編號或指標要改善，第一次找房間，依著指標找不到房間，房間的排序單雙號漸大漸小的順序不一，整層樓繞了第二遍才找到,0,1,0,0,0,0,0,3,0,0,0,0,3
因為武漢肺炎，訂到兩晚一千多的優惠房價。床很大，床墊跟枕頭都非常好睡，蓮蓬頭水壓很強，洗澡很舒服。,0,1,0,0,1,0,0,1,0,0,0,1,1
因為沒附早餐，只提供最基本白吐司。如果可以與早餐店合作，在辦理入住時詢問早餐想吃例如土司、蛋餅、漢堡類會更好。因為沒有合作停車場，附近停車場採計時收費且沒有一日最高收費金額，如要過夜停車費相當可觀。,0,1,1,0,0,0,0,3,3,0,0,0,3
因為疫情一度升溫轉為二級，原先的行程全被打亂，而原先要參加新一代設計展的學弟因為展覽取消，住宿交通行程全被校方一併取消，當下知道後非常的困擾，但貴公司願意提供協助將人數改為二人並且讓我們改為一晚，又提供那麼多幫助，讓此次前往北部旅行參展的我們感到非常窩心。非常非常推薦這裡！！下次還會再行入住！,0,0,1,0,0,0,0,0,1,0,0,0,1
因為疫情使用無人機辦理入住，服務人員很有耐心的帶著我操作，感覺很溫馨！,0,0,1,0,0,0,0,0,1,0,0,0,1
因為疫情因素，各項設施都沒有開放，覺得有點兒太過了。市區的公園或健身房都已經開放，但這裡任何設施都還以疫情因素暫停開放，還好訂到特價專案，不然就覺得不太划算了。,0,1,0,0,1,0,0,3,0,0,2,0,3
因為疫情因素所以早餐送至房間內用，可惜房間內只有一張椅子，想共同享用早餐有點不便。,0,1,0,0,0,0,0,3,0,0,0,0,3
因為疫情尚未解除，目前雖然暫不供應早餐，但是整體空間規劃非常完善，希望疫情過後能再有機會洽住,0,1,1,0,0,0,0,1,3,0,0,0,1
因為疫情早餐改成餐盒，但是連兩天在九點多去拿回房間吃時都是冷掉的，不曉得是不是都沒有保溫,0,0,1,0,0,0,0,0,3,0,0,0,3
因為疫情期間不供餐，所以目前的餐區是不提供服務的，但是因為鄰近重慶南路、開封街、漢口街，飲食的選項極多，民生問題影響不大。飯店近火車站，步行大約十至十五分鐘可以到臺北車站，最重要的是性價比極高，雙人住宿收費低廉，對於商務人士的寧靜、清潔、舒適需求而言，是火車站附近極佳的選擇。,1,0,1,1,1,0,1,0,2,1,1,0,1
因為疫情期間而意外獲得的升等，本來只有淋浴升級成浴缸的房型很開心,0,0,1,0,0,0,0,0,1,0,0,0,1
因為疫情的緣故，櫃檯會事先調查早餐的意願並於一早準備至大廳，雖然多了自取至房間的步驟，不過有準備依然很貼心。,0,0,1,0,0,0,0,0,1,0,0,0,1
因為疫情的關係，早餐不能在現場吃， 裝的方式覺得有改善空間,0,1,1,0,0,0,0,3,3,0,0,0,3
因為疫情的關係，很長一段時間沒去台中，這次再去，旅店的櫃檯人員還是一樣很親和有禮，讓人有賓至如歸的感覺。房間的清掃也都一如既往地讓人安心舒適，謝謝接待。,1,0,1,0,0,0,1,0,1,0,0,0,1
因為疫情的關係，飯店的一些商店與設施開放時間縮短許多，我們這次都沒辦法享受到，好可惜喔,0,1,0,0,0,0,0,3,0,0,0,0,3
因為疫情的關係價格降低，CP值相當高，一般來說這裡的價格其實相對有點高,0,0,0,0,1,0,0,0,0,0,1,0,1
因為疫情的關係拿回飯店房間食用，早餐太簡單了些 ，份量不太夠！,0,0,1,0,0,0,0,0,3,0,0,0,3
因為疫情關係， 不開放餐廳， 建議除了訂餐外早餐也是可以送到客房。,0,1,1,0,0,0,0,3,3,0,0,0,3
因為疫情關係早餐外帶，我能體諒，但也用餐盒分開放，我覺得不要全部都丟一盒這樣感受不好，廁所上一個入住的牙膏用過還丟在臉盆旁邊沒收乾淨,1,0,1,0,0,0,3,0,3,0,0,0,3
因為第一次入住時感覺很好才有了這第二次，但這次冷氣一直不涼，室內溫度一直在28度熱到直流汗，服務人員很親切的幫我們換了兩次房間，最後終於溫度有降下來了，下次要再訂房會怕怕的,0,1,1,0,0,0,0,3,1,0,0,0,3
因為臨近西門町，晚上不怕沒地方去，又靠近車站與捷運站，想到哪裡都相當方便,0,0,0,1,0,0,0,0,0,1,0,0,1
因為續住非同天預訂，所以要換房，對於不換房的處理有稍微溝通了一下，但最後還是有協助完成，還行吧,0,0,1,0,0,0,0,0,2,0,0,0,2
因為老飯店了，設備有些老舊，電視畫質極度差，色調也不對，整體雖然算乾淨但浴室有點小,1,1,0,0,0,0,1,3,0,0,0,0,3
因為訂婚儀式訂了7間房，有要求幾張椅子放在新娘房，入住時已先擺好，但不知道是不是要求太多，其中新娘方訂了3間房號都是4，身邊的婚顧朋友也傻眼，想說國賓是不是在整我 ,0,0,1,0,0,0,0,0,3,0,0,0,3
因為透過網路訂房，可以延遲退房時間，出乎意料之外。,0,0,1,0,0,0,0,0,1,0,0,0,1
因為門的關係，如果沒注意關門時會太大聲，附近的人都會被吵到！,0,1,0,0,0,0,0,3,0,0,0,0,3
因為防疫而送到房間的早餐非常豐盛，令人驚喜。停車資訊以網頁形式發送簡訊給住客也相當清楚。第二天早上請服務人員送早餐時順便送水，沒想到他們隔兩分鐘就先把水送上來了，服務很即時貼心。房間的隔音也很不錯，相當舒適。,1,1,1,0,0,0,1,1,1,0,0,0,1
因為隔壁房間的鬧鐘吵鬧不堪，經反應後工作人員積極並有效率的處理真的幫了我們很大的忙！謝謝！,0,0,1,0,0,1,0,0,1,0,0,3,1
因為隔天要出差、需要非常早出門的關係，所以選擇了這家飯店，離車站近、價格美麗，所以CP值滿高的喔！單人入住蠻舒適的，浴室也是乾濕分離、大小適中，但如果是兩個人住，床就稍微小了一點～不過這個價錢還是無法挑剔的了,1,1,0,1,1,0,1,1,0,1,1,0,1
因為靠近捷運選這家旅館，外觀很新，連續入住三次，都遇到浴室淋浴間滲水嚴重問題。處理速度慢，關於寄放行李問題更絕了！一位自稱飯店最大的經理講話不斷跳針，面對反應問題只會說謝謝、謝謝，完全無法處理問題，最後無法處理旅客問題，就叫你去別家住，這就是這家飯店自稱最大的經理處理問題的方式,0,1,1,0,0,0,0,3,3,0,0,0,3
因為飯店很老舊，所以隔音很差，走廊講話聽得到。電視很小且還是類比訊號。浴室的配置較不方便，是90年代的設備。,0,1,0,0,0,0,0,3,0,0,0,0,3
因為高雄是硬水，肥皂不容易起泡，建議香皂或洗澡組可以再研究看看，提升洗澡的舒適度。,0,1,0,0,0,0,0,3,0,0,0,0,3
因?住宿飯店的房客頗多，早餐客滿，必需等待，且無等待區，只能站在外面，稍嫌美中不足的地方！,0,0,1,0,0,1,0,0,3,0,0,3,3
因疫情享受低價位高品質住宿，非常感恩 ！餐點還可以，享受附近逛街樂趣。,0,0,1,1,1,0,0,0,2,1,1,0,1
因疫情的關係，設施都關閉，有點可惜。不過也因此房價相當便宜。,0,1,0,0,1,0,0,3,0,0,1,0,3
因疫情而從原本預訂的背包客升等獨立房間，床舖很舒適，衛浴也很棒，還有提供盥洗用品，洗衣機烘衣機免費使用，真心覺得這間很棒,0,1,0,0,0,0,0,1,0,0,0,0,1
因疫情關係，主動提供酒精讓房客可以消毒，早餐菜色不多但好吃，有沙拉、歐姆蛋、雞排等等，入住環境令人以為是新開幕的旅店，設施維持得很好,0,1,1,0,0,1,0,1,1,0,0,1,1
因疫情飯店無法提供早餐，但此地吃東西很方便，絕不會餓著，交通也是好的無話可說,0,0,1,1,0,0,0,0,2,1,0,0,1
因第一次入住安排的房型是自己喜歡的，所以第二次也就選擇同一間旅店，因是連續住兩晚，所以比較喜歡有窗的房型，只是這次安排到無窗，要有窗型的房型就必須要加價了，而且這次床比較不好，床邊有點凹陷跟彈簧聲,0,1,0,0,0,0,0,3,0,0,0,0,3
因自帶的無線路由器與酒店的ID衝突，酒店發現後立即送來一個路由器給我們使用。前臺服務員非常熱情介紹酒店周邊的交通和飲食店,0,0,1,0,0,0,0,0,1,0,0,0,1
因衣服出問題，旅舍有備針線，非常貼心，只是剪刀過於鈍，線完全剪不斷,0,1,1,0,0,0,0,3,1,0,0,0,1
因距離捷運約有10分鐘路程，若可以提供至捷運的接駁車，會更方便像我們沒有開車的人,0,0,1,1,0,0,0,0,3,3,0,0,3
因防疫期間不提供早餐，可接受。朋友家庭聚會，大人有喝酒談天的地方，孩子也有跑跳的地方，又不會吵到其他住戶，11樓我們很愛,0,1,1,0,0,0,0,1,2,0,0,0,1
18樓的視野太棒了，白天夜晚的愛河景都很棒，房間設計較古典但很舒適，尤其床超級舒服，給的棉被也很保暖，服務人員被其他奧客刁難，態度依然保持的很棒,1,1,1,1,0,0,1,1,1,1,0,0,1
套房整體非常舒適，雖然飯店已有些年代，但房內衛浴的大理石仍都保持晶亮，讓人感受到很用心在維護，很棒。,1,1,0,0,0,0,1,1,0,0,0,0,1
是有一定歲月的飯店，讓人意外的是，住宿的品質怎麼能夠維持的這麼好！！讓我們舒服安穩的度過一晚。位在愛河旁散步很愜意，晚上也很寧靜，門外有腳踏車站，外出移動很便利。,1,0,0,1,0,1,1,0,0,1,0,1,1
牛肉麵真的好吃很推薦。員工做事效率很好很專業，有求必應。,0,0,1,0,0,0,0,0,1,0,0,0,1
飯店地段佳。離愛河相當近可散步乘船賞景。飯店服務人員素質好，態度親切隨和，服務好。房間整理乾淨整潔。推薦來高雄可來住宿這家飯店，真的很棒很優,1,0,1,1,0,0,1,0,1,1,0,0,1
國賓鳳梨酥超好吃。飯店地點就在愛河邊，面河房型可見愛河萬般風貌，房間舒適，隔音好所以很安靜。,1,1,1,1,0,0,1,1,1,1,0,0,1
圖文不符，早上不知道晚上，晚上不知道白天，我是一個人住宿，不要安排情侶砲房給我,0,1,1,0,0,0,0,3,3,0,0,0,3
在8年前住過一次已經覺得很棒，8年後的今日再去住，整體還是很棒！,0,0,0,0,0,1,0,0,0,0,0,1,1
在網路上搶到不到超低價的房間，竟然有客廳，浴室也很大，一個人住很奢侈呢,0,1,0,0,1,0,0,1,0,0,1,0,1
在網路上訂了有浴缸的房型，結果安排到沒有浴缸的房型，雖然是很快的為我們更換房間，可是服務人員看到我們的時候態度非常普通，也沒有什麼笑容，換好房間後，浴缸非常的迷你，和照片有些落差，浴室沒有乾濕分離，所以泡完澡後要上廁所拖鞋都會濕掉。因為是訂房網站的常客，所以有優惠延遲退房，可是卻是在辦理入住時才說隔天的行程早就排好了，根本享受不到這個優惠！,0,1,1,0,0,0,0,3,3,0,0,0,3
在訂房網站上訂房間，大約晚上八點入住，整體真的是……首先，沐浴乳完全沒了卻沒補；然後，房間空調很大聲而且忽冷忽熱；以及，隔音很差兼窗簾拉不起來，早上是被亮醒的，門縫超大，走廊燈很明顯；最誇張的是，半夜被吵醒，居然是因為櫃檯打來詢問我何時入住？？？,0,1,1,0,0,1,0,3,3,0,0,3,3
工作人員的態度非常友善！ 房間環境蠻舒服，可能是疫情的關係也沒什麼遊客，比較沒那麼吵。旅店的防疫措施不錯，都有酒精可以消毒手。盥洗用具也給得不錯，洗髮和沐浴乳都用雪芙蘭。廁所水壓很大、熱水夠熱洗澡很舒服！也謝謝服務人員幫我升級房間！,1,1,1,0,0,1,1,1,1,0,0,2,1
在辦理入住時，一樓的服務人員會很親切的詢問基本資料，然後到二樓大廳，服務人員會詳細解說所有資訊給你，很意外的替我升等房間，進到房間讓我有種回家的感覺，整天的疲憊在打開房門後都消失，簡單的設計風格，一切讓賓客感覺的舒適，房間大片的落地窗將高雄盡收眼底，外門的吵雜聲在這窗戶中是隔絕的，寢具是舒適的，讓我有一夜的好眠。下午晚上都有貼的下午茶吧、宵夜吧，東西都是精心準備！,0,0,0,0,0,0,0,0,0,0,0,0,0
在假日用非常實惠的價格入住，而且很幸運的被分配到有窗戶的房型，很謝謝櫃檯人員的幫忙,0,0,1,0,1,0,0,0,1,0,1,0,1
在北車對面走出車站就到了，超級方便，很喜歡，而且也很舒適，讚,1,0,0,1,0,0,1,0,0,1,0,0,1
在北車捷運出口附近，走路過去沿路都有騎樓，就算下雨也不會被淋到。位置很便利，平日住宿價格很便宜，還免費升級房型,0,0,0,1,1,0,0,0,0,1,1,0,1
在北車站對面，方便性極佳，附近吃東西也很方便，交通性超級好，一出來就是公車站跟捷運站、台鐵！,0,0,0,1,0,0,0,0,0,1,0,0,1
在台中火車站附近，交通方便，房間乾淨，服務人員親切，早餐很好吃，物超所值,1,0,1,1,1,0,1,0,1,1,1,0,1
在臺北火車站附近很方便，單純睡一晚能訂到這種價錢，應該要覺得很滿足了,0,0,0,1,1,0,0,0,0,1,1,0,1
在臺北車站附近，地理位置、生活機能超便利。旅館附有洗衣間，方便旅客把衣服洗乾淨帶回家。房間內相當乾淨舒適，床鋪軟硬適中，有床旁櫃和多個插座，衣櫃、冰箱、梳妝台、衣架、盥洗備品、礦泉水樣樣都有，電視螢幕大且頻道多元；衛浴方面，內有免治馬桶，洗手臺上有附洗手乳，且是乾濕分離，牆上有洗髮精和沐浴乳，蓮蓬頭水溫穩定。整體住宿感覺非常良好，高CP值，值得再來。,1,1,0,1,1,1,1,1,0,1,1,1,1
在臺北車站地下街出口，很方便，員工服務很好，下次會再入住,0,0,1,1,0,0,0,0,1,1,0,0,1
在臺北車站附近，方便轉乘各種交通運輸工具前住各旅遊景點。超方便。,0,0,0,1,0,0,0,0,0,1,0,0,1
在臺北預定了三晚，因為到達比較早，前臺說已經有打掃好的房間就提前讓我們辦理入住了，很開心。遇到的工作人員都很熱情，房間雖小但是清潔、安保各方面都很好。位置離臺北車站很近，搭捷運和機場線都非常便利。走重慶路去寧夏夜市，吃完回來也剛好散步消化。,1,1,1,1,0,1,1,3,1,1,0,1,1
在品嚐了好幾道主餐後，可以感受到主廚的手藝精湛和用心，干貝鮑魚粥的粥體本身比海鮮料更令人吮指回味，難得看到家人如此滿足地享用了飯店的美好早餐。,0,0,1,0,0,0,0,0,1,0,0,0,1
在地理位置上非常好，住宿價格與整體CP還算不錯，走出去就是西門町，服務人員相當親切，每個樓層都有飲水機，可以說是相當方便！,0,1,1,1,1,0,0,1,1,1,1,0,1
在官網訂票時發生了一些問題，打電話問飯店，員工耐心解釋，幫我們解決問題。我們入住當天先去寄放行李，飯店人員快速幫我們登記寄放行李，覺得服務周到。地點很好，離西門站出口走路只需2分鐘很方便！房間很大，且安靜乾淨，蠻舒適的。,1,1,1,1,0,0,1,1,1,1,0,0,1
在市區很方便，距離車站不遠，後方200公尺處有小市集，吃飯選擇多樣豐富，好吃又便宜。飯店房間乾淨，用品齊全，服務人員客氣又熱心，地下室的點心吧不管是早餐或宵夜都很豐盛。如果再到高雄，仍會選擇這裡。,1,1,1,1,0,0,1,1,1,1,0,0,1
在市區有免費的停車場，即使附設停車場沒位置，拿停車單給服務員也會幫忙繳費,0,1,1,0,0,0,0,1,1,0,0,0,1
在床下踢到一團髒汙塵垢。另健身房及三溫暖的開放時間不方便使用，希望增加早上時段；三溫暖棉花棒沒有獨立包裝，有衛生疑慮。,1,1,0,0,0,0,3,3,0,0,0,0,3
在廁所後面發現垃圾，請飯店來整理，卻是拖很久才來，來處理也只是拍個照，把垃圾收走，沒有給補償。,1,0,1,0,0,0,3,0,3,0,0,0,3
在愛河沿岸，地點舒適，距離鬧區也只一小段路，步行很方便，可以順道遊覽愛河週遭景觀,0,0,0,1,0,0,0,0,0,1,0,0,1
在愛河邊，可到河邊走走；都有不少的美食。特別的是有提供宵夜，雖然只是簡單的清粥小菜，但暖心又暖胃,0,0,1,1,0,0,0,0,1,1,0,0,1
在房型介紹中提供在訂房網站的照片沒有完整呈現，導致入住時與當時訂房時所看到的房型不一樣。,0,0,1,0,0,0,0,0,1,0,0,0,1
在房間都會聽到異音，有點像嗚嗚的風聲，二人房會聽到類似馬達運轉的聲音,0,1,0,0,0,0,0,3,0,0,0,0,3
在房間時不時會飄出煙味，一整晚大概都這樣，煙味重、隔音較差。,1,1,0,0,0,0,3,3,0,0,0,0,3
在旅程中，家人都只喜歡待在飯店放鬆心情，因此，每每出遊，對於飯店的選擇都特別的挑剔。這家真的是我們家人在國內所住過品質最讚的飯店，無論是空間佈置的細節，備品的品質，人員的接待，早餐人員的服務，真的令人印象深刻的棒。未來若至高雄，絕對會是我們家人的首選。真的是我住過的飯店中，整體給予滿分的超推薦飯店，也是我唯一會留下評分記錄的物超所值的飯店。,0,1,1,0,1,0,0,1,1,0,1,0,1
在櫃檯付款時拿了7張千元鈔給櫃檯人員，我點了7張拿給他，也看著他點了7張，結果他放完點鈔機跟我說我們說只有5張，當下真的很傻眼，我點完換他點都沒有錯，放完點鈔機就少錢？還質疑我們少拿給他！結果最後在點鈔機的後面找到那兩千元，真的是令人蠻不愉快的！我們訂兩晚的房間，第二天要回到房間時怎樣房卡都刷不進去，結果去櫃檯問，她才說可能是沒登記好被消磁了，感覺員工的訓練應該做好一點，以上都不應該發生的,0,1,1,0,0,0,0,3,3,0,0,0,3
在每個細節都很體貼，迎賓餅乾真的很海派又有誠意，早餐真的很好吃，房間隔音真的棒極了！,0,1,1,0,0,0,0,1,1,0,0,0,1
在生日前一天入住晚上回飯店要休息時，飯店人員很貼心的提前祝我生日快樂外還專程送了小蛋糕至房間。隔天早上用早餐時，也專程送了一盤小甜點祝我生日快樂。飯店人員每個都很親切且專業，飯店地點也很方便，又有附設停車場。非常推薦！,0,1,1,1,0,0,0,1,1,1,0,0,1
住到房間裏面發現被單枕套上面有很多頭髮還有毛屑，懷疑床單沒洗。房間超小間，對外窗是一棟廢棄大樓，陰森恐怖，設備簡陋，一晚上還要4千多，太不划算，不會想去第二次,1,1,0,1,1,0,3,3,0,3,3,0,3
在西門捷運站旁邊，很方便下樓什麼都有，吃的、用的、玩的，甚至乎連按摩店也有。,0,0,0,1,0,0,0,0,0,1,0,0,1
房間設備在西門算是中規中距。但員工十分友善，酒店內貼心的服務很多。早上有免費提供的三明治，晚上有杯面提供。整體算是十分優秀。,0,1,1,0,0,1,0,2,1,0,0,1,1
在西門町和臺北火車站的當中，步行都可以到達。吧台有24小時的泡面、零食提供，早上起的早還有免費的三明治提供。有個兒童遊戲室可以供小朋友遊玩。,0,1,1,1,0,0,0,1,1,1,0,0,1
在訂房時顯示包含早餐，但飯店告知因為疫情關係，早餐取消，卻沒有給替補的方案，房間因為鄰近馬路，隔音效果不佳,0,1,1,1,0,0,0,3,3,3,0,0,3
在訂房網站訂了錢也付了，入住當天卻說要再付一次，訂房網站會做刷退處理，已經過了半個月以上，根本沒有收到刷退款項,0,0,1,0,0,0,0,0,3,0,0,0,3
在訂的時候有留言希望素食多點選擇，讓人高興的是真的有貼心的準備，有比較多的素食可選。,0,0,1,0,0,0,0,0,1,0,0,0,1
在辦理入住時，因有要求希望比較安靜的房間，櫃台人員直接幫升級三人房，也給予很安靜的房間，讓剛下班的我，能好好的睡上一覺，非常舒服。服務上很親切，也重視客人的需求,1,0,1,0,0,0,1,0,1,0,0,0,1
在退房時，不小心遺漏了一件外套。然後房務人員很迅速地通知我們這件事，很感謝你，謝謝。,0,0,1,0,0,0,0,0,1,0,0,0,1
在電梯旁的房間容易聽到其他房客說話、關門的聲音，且淋浴間的水龍頭比較難控制，要摸索一下。,0,1,0,0,0,0,0,3,0,0,0,0,3
在房間找不到電視的遙控器，清潔人員在這點可以在更細心一些些會更好,0,1,1,0,0,0,0,3,3,0,0,0,3
在餐廳吃午餐，個人火鍋，結果有蟑螂在蔬菜裡面，只是淡淡一聲「幫你更換」，連道歉都沒有！覺得這服務真的不行,1,0,1,0,0,0,3,0,3,0,0,0,3
老實說這次住宿體驗有點失望，電視很小台且螢幕畫面時常出現雜訊，感覺以使用很久快壞了，燈具開關沒有整合需要個別開，有些燈具開關已不堪使用，轉好幾次才會亮，當天五點辦理入住臨時被換房，只因為房間還沒整理好？這是五星級飯店該有的服務嗎？,0,1,1,0,0,1,0,3,3,0,0,3,3
地下餐廳設計很有特色，吃早餐還附一個小人立牌讓我們可以佔位子，10樓以上的公共空間設計很棒,0,1,0,0,0,0,0,1,0,0,0,0,1
地下一樓停車場的路線指示不是很清楚，每次下去都要亂繞，先繞到地下二樓才能找到地下一樓停車場，建議可以改進。,0,1,0,0,0,0,0,3,0,0,0,0,3
地下一樓的大廳真的是天堂啊！！！！！！超好玩的！！有手足球，射飛鏢，飲料吧台，不只是果汁跟汽水，還有熱咖啡跟超好喝的奶茶！還有餅乾跟泡麵可以在大廳用。超舒適的用餐空間跟大螢幕電影可以看，還有兒童球池跟互動遊戲，每一戶有一張明信片，可以寫好後投入信箱，有幫你準備一桶色筆跟五個漂亮的印章，真的很美！真的不能再更舒適了！,1,1,1,0,0,0,1,1,1,0,0,0,1
地下停車場指引不清楚，服務人員接待不佳，早餐與之前品質降低許多。,0,1,1,0,0,0,0,3,3,0,0,0,3
地下停車場沒有電梯到大廳，只有樓梯及手扶梯。員工服務態度可以再更親切一點。家庭房的一大床是用兩床墊拼裝的，睡起來不舒適！,0,1,1,0,0,0,0,3,3,0,0,0,3
地下停車場沒有電梯通道房間、沐浴備品網站照片是歐舒丹，但已經換成其他牌子，沒有告知。房間內的插座略少。,0,1,1,0,0,0,0,3,3,0,0,0,3
